"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","description.1","data_processing","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","pathological diagnostic:ch1","tissue type:ch1"
"GSM831836","446N","GSM831836","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","446N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831836/suppl/GSM831836_446N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831837","501N","GSM831837","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","501N-47-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831837/suppl/GSM831837_501N_47_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831838","502N","GSM831838","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","502N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831838/suppl/GSM831838_502N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831839","515N","GSM831839","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","515N-45-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831839/suppl/GSM831839_515N_45_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831840","574N","GSM831840","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","574N-29-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831840/suppl/GSM831840_574N_29_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831841","601N","GSM831841","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","601N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831841/suppl/GSM831841_601N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831842","615N","GSM831842","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","615N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831842/suppl/GSM831842_615N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831843","686N","GSM831843","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","686N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831843/suppl/GSM831843_686N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831844","691N","GSM831844","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","691-N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831844/suppl/GSM831844_691_N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831845","710N","GSM831845","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","710N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831845/suppl/GSM831845_710N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831846","758N","GSM831846","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","758N-33-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831846/suppl/GSM831846_758N_33_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831847","771N","GSM831847","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","771N-35-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831847/suppl/GSM831847_771N_35_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831848","886N","GSM831848","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","886N-37-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831848/suppl/GSM831848_886N_37_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831849","905N","GSM831849","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","905N-39-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831849/suppl/GSM831849_905N_39_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831850","939N","GSM831850","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","939N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831850/suppl/GSM831850_939N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831851","954N","GSM831851","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","954N-41-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831851/suppl/GSM831851_954N_41_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831852","964N","GSM831852","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","964N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831852/suppl/GSM831852_964N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831853","ATC11","GSM831853","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: anaplastic thyroid carcinoma (ATC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","anaplastic thyroid carcinoma","1-ATC11-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831853/suppl/GSM831853_1-ATC11-Plus.CEL.gz","54675","anaplastic thyroid carcinoma (ATC)","tumour"
